95,1761,"""A"" general ","1925-46, n.d."
95,1762,"[Aarnestad?], Elling ",n.d.
,,GS: drafts of responses,
95,1763,"Abbott, Moreton Graves ","1938, n.d."
95,1764,"Abdy, Diana, Lady ","1933-[37], n.d."
95,1765,"Abdy, Robert, Sir ","1932-45, n.d."
95,1766,"Abélard, Amelie ",1932 Jan 5
95,1767,"Abercrombie, Gertrude ",1936
95,1768,"Acosta, Mercedes de ",n.d.
95,1769,Activités ,1933 Mar
,,GS: draft of response,
95,1770,"Acton, Arthur ","1912, n.d."
95,1771,"Acton, Harold ",1926-1945
95,1772,"Adamov, Ar ","1928, n.d."
95,1773,"Adams, Clifford ",1945-46
95,1774,"Addis, Emmet ","1929, n.d."
,,"See: Series I., Writings,, Carnets - n.d., Box 93, folder 1742 for GS: draft of letter ",
95,1775,"Addis, Louise Hayden ","[1934?], n.d."
95,1776,[EMPTY FOLDER] ,
95,1777,"Adler, Rose ",n.d.
95,1778,"Agelaste, M. ",1934
,,GS: draft of response (typescript by Agelaste),
95,1779,"Aigner, Yvonne ",1941 Dec 31
95,1780-1781,"Aiguy, Baron d' ",1936-46
,,With letters and writings from Rose d' Aiguy,
95,1782,"Alberga, Sydney ",n.d.
,,"Albert and Charles Boni, Ltd. ",
,,See: Boni and Liveright ,
95,1783,"Albrecht, Meta ",1908 Jul 15
95,1784,"Albright, Jane ",1945 Mar 11
95,1785,The Alcestis Press ,n.d.
95,1786-1792,"Aldrich, Mildred ",1909-21
96,1793-1799,"Aldrich, Mildred ","1922-28, n.d."
,,"Includes: letter from Edna Aldrich (in the hand of ABT) to ""Mr. Hardy"" with response (1927-28)",
96,1800,"Alexander, E. ",1928 May 8
96,1801,"Alexander, Elizabeth A. ",1934
,,"Alfred A. Knopf, Inc. ",
,,See: Alfred Knopf ,
96,1802,"Alfred, William ",1939-45
,,Algonquin Hotel ,
,,See: Frank Case ,
96,1803,"Alsop, Joseph W., Jr. ",[1934?-35?]
96,1804,"Altimur, Henry ","1923, n.d."
96,1805,The American Caravan ,1926-30
,,GS: draft of response,
96,1806,American Fund for French Wounded ,1916-22
,,GS: notes,
,,See also: Ruth M. Casparis ,
96,1807,American Library in Paris ,"1922-28, n.d."
,,GS: drafts of responses and notes,
96,1808,American Women's Club of Paris ,n.d.
96,1809,"Anderson, Cornelia ",1929 Jul 2
96,1810,"Anderson, Eleanor ",1941
96,1811,"Anderson, Elizabeth ",n.d.
96,1812,"Anderson, Forrest ",n.d.
96,1813,"Anderson, John ","1927, n.d."
96,1814,"Anderson, Margaret ",n.d.
96,1815-1816,"Anderson, Sherwood ","[1921]-41, n.d."
,,GS: draft of letter,
,,"See also: Series I., Writings, Talks to Saints - manuscript notebooks, Box 74, folder 1363 AND Carnets - [1923], Box 92, folder 1711 for GS: draft of letter ",
,,"Andrews, Clarence ",
,,"See: Series I., Writings, Carnets - [1928], Box 92, folder 1724 AND n.d., Box 93, folder 1737 for GS: draft of letter ",
96,1817,"Ann Watkins, Inc. ",1941-42
97,1818,"Archbold, Anne ",n.d.
97,1819,"Apollinaire, Guillaume ","1908, n.d."
,,L'Arbalete ,
,,See: Marc Barbezat ,
97,1820,"Aron, Jean ","1929, n.d."
97,1821,"Ashton, Frederick ",n.d.
97,1822,"Ashworth, Marjorie Reid ",1923
,,See also: Ford Madox Ford ,
97,1823,"Askew, Kirk ",n.d.
,,"Aswell, Edward ",
,,See: The Atlantic Monthly ,
97,1824,"Atherton, Gertrude ",1925-39
97,1825,The Atlantic Monthly ,1919-41
,,GS: drafts of responses and note (to William Bradley),
97,1826,"Aubin, Jean ",1942 Jan 18
97,1827,"Audrain, Louise ",1924 Apr 22
97,1828,"Austin, Arthur Everett, Jr. ",1933 Nov 16
97,1829-1830,"""B"" general ","1895-1946, n.d."
97,1831,"B. T. Batsford, Ltd. ",1938-40
,,"Babb, James T. ",
,,See: Yale University Library ,
97,1832,"Bachrach, Helen Keyser ",1945
97,1833,"Bailey, Foster ",n.d.
,,"Balleydiet, Louis ",
,,See: Lucie Brodaz ,
97,1834,"Balmain, Pierre ",1931-45
97,1835,Balthus ,n.d.
97,1836,"Barbezat, Marc ",1943-45
97,1837,"Barker, Lewellys Franklin ",1902
97,1838,"Barlow, Samuel L. M. ","[1918?, 1925?]"
97,1839,"Barnes, Albert C. ",1913-47
97,1840,"Barnes, Djuna ",1923 Sep 23
97,1841,"Barney, Laura Dreyfus ",1918
97,1842,"Barney, Natalie ","1926-46, n.d."
,,GS: draft of response,
,,"Barr, Alfred H., Jr. ",
,,See: Museum of Modern Art ,
97,1843,"Barry, Joseph ",1945-46
97,1844,"Baul, Clothilde ",1945-46
,,"Baul, Olympe ",
97,1845,"Beach, Sylvia ","1920-26, n.d."
97,1846,"Beaton, Cecil ","1939-46, n.d."
97,1847,"Beffa, -- ",n.d.
97,1848,"Bell, Clive ","1914, n.d."
,,"Bell, Vanessa ",
97,1849,"Bellmer, Hans ","1939, n.d."
97,1850,"Bellucci, Maddelena ",1902-11
97,1851,"Benet, William Rose ",1936 Oct 20
,,GS: draft of response,
97,1852,"Bennett, Arnold ",1912 Sep 6
,,"Addressed to ""Dear Friend"" - possibly not GS",
97,1853,"Benno, Benjamin ","1937, 1939"
,,Includes photographic postcard of artworks by BB,
97,1854,"Bentley, A.F. ",n.d.
97,1855,"Bérard, Christian ","1928, n.d."
97,1856,"Berard, Gaston ","1930, n.d."
,,"Berard, Madame ",
97,1857,"Berard, George ","1918, n.d."
97,1858,"Berard, Louis, Madame ",n.d.
97,1859,"Berard, M., Mademoiselle ",1918 Jan 2
97,1860,"Berard, M. V. ",[ca. 1945]
97,1861,"Berenson, Bernard ",1907-13
,,"Berenson, Mary ",
98,1862,"Berkowitz, Walter J. ",1937 Mar 1
98,1863,"Berman, Eugene ","1929-30, n.d."
98,1864,"Bernadet, J. C. (Edmond), père ","1934-46, n.d."
98,1865,"Berners, Gerald, Lord ",1936-40
,,Includes: letter from Robert [Heber-Percy?] and letter from GS [sent via Frederick Ashton],
98,1866,Bernheim Jeune et Cie. ,1907-22
98,1867,"Berti, Luigi ",n.d.
98,1868,"Bianco, Francesco ","1909-29, n.d."
,,"Bianco, Margery ",
98,1869,"Bianco, Giovanni ",1945
98,1870,"Biddle, G. ",1924 Dec 11
98,1871,"Bille-de-mot, F. ",1945
,,GS: notes,
98,1872,"Bird, William ",1923-27
,,Includes: letter from WB to Michael Stein,
,,GS: drafts of responses and draft of letter to Leonard Woolf on verso of one letter,
,,"See: Series I., Writings, Carnets - [n.d.], Box 93, folder 1735 for GS: draft of letter ",
98,1873,"Blake, Christopher ",1944-46
,,Includes: letter from Bernard Boisson to GS,
98,1874,"Blane, André ",1940-41
98,1875,"Blanche, Jacques Émile ",1933-34
98,1876,"Block, Dolene ","1901-[13?], n.d."
,,Includes: letter from Simon H. to GS and letter from DB to Michael Stein,
98,1877-1878,"Blood, Florence ",1908-21
,,Includes: postcard from L. L. to FB (1908),
98,1879,"Bocher, Marie ",1938 Jun 24
98,1880,"Boggio, Josette ","1945-[46], n.d."
,,"Boggio, Yvonne ",
98,1881,"Boiffard, Jeanne; Boiffard, Jacques ","1906-09, n.d."
,,Includes: letter from Louise Vernot to GS; GS: draft of response,
98,1882,"Boillot, Felix ",1945
,,GS: draft of response,
,,"Boisson, Bernard ",
,,See: Christopher Blake ,
98,1883,"Boles, James ",1944-46
98,1884,"Bonhomme, Lieutenant ",1926-32
98,1885,Boni and Liveright ,1924-28
,,Includes: two letters addressed to Jane Heap forwarded to GS,
98,1886,"Bonjean, Jacques ","1930-31, n.d."
98,1887,"Bonney, Therese ","1945, n.d."
,,"Bookstaver, May ",
,,"See: Knoblauch, May (Mary) Bookstaver ",
98,1888,"Borden, Macy ","1916, n.d."
98,1889,"Boschére, Jean de ",1941 Dec 17
98,1890,Boston Herald Book Fair ,1939 Sep 6
,,GS: notes,
98,1891,"Bourdel, Maurice ",n.d.
,,GS: drafts of responses and drafts of letters,
98,1892,"Bouton, Hélène ",1939 Sep 12
,,GS: notes,
98,1893,"Bouvier, M. ",1940-41
98,1894,"Bouzanquet de Balestrier, L. (Mme. Jean) ","1918, n.d."
,,"Bowen, Stella ",
,,See: Ford Madox Ford ,
99,1895,"Bowles, Paul F. ","1927-36, n.d."
,,"Boyce, Neith ",
,,See: Hutchins Hapgood ,
99,1896,"Boyd, Madeleine ","1923, n.d."
99,1897,"Brackett, Ada ","[1913?], n.d."
99,1898,"Bradley, Alice M. ",1935 May 24
,,Includes: GS's draft of statement for The World Looks at Texas,
99,1899,"Bradley, Florence ",1913-34
,,"Bradley, William ",
,,See: The Atlantic Monthly ,
99,1900-1901,"Bradley, William A.; Bradley, Jenny","1921-45, n.d."
,,Includes: copy of letter from Joseph Brewer to WAB (1928),
,,Includes: letter from A. N. Marquis Co. to GS,
,,GS: drafts of responses and drafts of letters,
99,1902,"Braisaz, J., Monsieur et Madame ",1928-32
99,1903,"Braque, Georges ","[1909?]-23, n.d."
,,"Braque, Marcelle ",
99,1904,"Brenner, Michael ","1909-31, n.d."
,,Includes photographic postcard [of Michael Brenner?],
99,1905,"Breon, John; Breon, Jessie ",1945-46
,,"Includes: letter from ""Walt"" to JB and letter from ""Rudolph"" to GS",
99,1906,"Brereton, Geoffrey ",1927 Feb
99,1907,"Brewer, Franklin H. [""Brewsie""] ",1945
99,1908,"Brewer, Joseph ","1926-36, n.d."
,,Includes: letter from Marvin Ross to JB,
,,GS: notes and drafts of responses and draft of letter to Baronne Pierlot,
,,"See: Series I., Writings, Carnets - [1928], Box 92, folder 1724 for GS: draft of letter ",
99,1909,"Briant, Théophile ",1928
,,GS: cancelled check,
99,1910,"Brion, Marcel ",n.d.
99,1911,"Brodaz, Lucie ",1927-32
99,1912,"Bromfield, Louis; Bromfield, Mercy ",[1930?]-46
,,Includes: photographic postcard of GS from George H. and photographic postcard of Louis Bromfield,
,,GS: letter to Bromfield,
99,1913,"Brooks, Benjamin Gilbert ",1927-28
99,1914,"Brooks, Romaine ","1934, n.d."
,,Includes: photographic postcard of Romaine Brooks,
99,1915,"Brown, Bob ",[1929]-34
,,"Brown, Rose ",
,,"See: Series I., Writings, Carnets - [1929], Box 93, folder 1728 for GS: draft of letter ",
99,1916,"Brown, Mathilda E. ",1896-[1939?]
,,"Brown, Margaret Wise ",
,,"See: William R. Scott, Inc. ",
99,1917,"Browne, Arthur G. ",1929
,,GS: notes,
99,1918,"Bruce, Patrick Henry; Bruce, Helen ","1909-12, n.d."
99,1919,"Bruyére, M., abbé ",1918-19
99,1920,"Bryan, J. F. W. ",1939
100,1921,Bryher ,"1927-35, n.d."
,,"See: Series I., Writings, Lucy Church amiably - carnets, Box 34, folder 729 for GS: draft of letter ",
100,1922,"Bucher, Jeanne ",1931-39
100,1923,"Buhot, Jean ","1912, n.d."
100,1924,"Bullitt, William C. ","1940, n.d."
,,GS: notes,
100,1925,"Burr, Jane ",n.d.
,,"Includes: letter from JB to ""Mathilda""",
100,1926,Bureau Central de la Comptabilité Téléphonique de Paris ,1932 Feb 22
,,GS: draft of response,
100,1927,"Burnett, Whit ",1932-41
100,1928-1931,"Buss, Kate ",1921-41
,,GS: draft of response (1922),
,,Includes: copy of letter from John Dewey to KB (1931),
,,"Includes also: typescript of ""Gertrude Stein"" by KB (1922)",
,,See also: The Four Seas Company ,
100,1932,"Butcher, Fanny ",1932-45
,,GS: notes,
,,"Butler, Dorothy ",
,,See: Lewis Galantière ,
100,1932a,"[Butterfield?], Helen ","1895, n.d."
100,1933,"Byrne, P. J. ",1934 Nov 10
100,1934,"""C"" general ","1911-45, n.d."
100,1935,"Caine, Gordon ",1913-14
100,1936,"Calder, Alexander ",1932 Mar 9
100,1937,"Canby, Henry Seidel ",1934 Nov 13
100,1938,"Cannell, Kathleen ",1928-30
,,GS: drafts of responses,
,,"Cape, Jonathan ",
,,"See: Jonathan Cape, Ltd. ",
100,1939,"Capri, Agnes ","1939, n.d."
100,1940,"Cargill, Oscar ",1941
100,1941,"Carpenter, Edna ",1945 Sep 27
,,Includes: letter from Miss Ineda Hollinger to GS,
100,1942,"Carter, Huntly ",1912-13
100,1943,"Casals, Pablo ",n.d.
,,Includes: notes by LS and GS,
100,1944,"Case, Frank ",1934-35
100,1945,"Casparis, Ruth M. ",1917-18
,,See also: American Fund for French Wounded ,
100,1946,"Cassel, Richard ",1939 Jul 10
,,Includes: letter from RC to Sylvia Beach,
100,1947,"Cassell, Robert ","1938-[39?], n.d."
100,1948,"Century magazine, Editor of ",n.d.
,,GS: draft of letter,
101,1949-1950,"Cerf, Bennett ","1933-46, n.d."
,,"GS: drafts of responses and notes [for Ida?], 1940 Apr 2",
,,"Includes: letter from Donald Klopfer to GS (1935), letter from Donald Klopfer to Sidney Alberga (1939), letter from William Tyler to GS (1944), and letter from BC to Richard Wright (1946)",
101,1951,"Chaboux, Gaston; Chaboux, Charlotte ",1933-46
101,1952,"Chadbourne, Emily ",1913-45
,,also signed by [unidentified],
101,1953,"Chalfin, Paul; Chalfin, Isabel ","1907, n.d."
101,1954,"Chambers, Norma ",1945-46
101,1955,"Champetier de Ribes, [Antoinette?] ",1933
101,1956,Chapman and Hall ,1926-27
,,GS: drafts of responses,
101,1957,"Chapman, Elizabeth Fuller (""Bobsy"") ","1934-46, n.d."
101,1958,Charles Scribner's Sons ,1940-42
101,1959,"Charlot, Edmund ",1941-44
101,1960,Chatto and Windus (firm) ,1912 Mar 15
101,1961,"Cheatham, George; Cheatham, M. G. ","1917, n.d."
,,Includes: letter from soldiers,
101,1962,"Chevalier, Haakon ",1933 Oct 26
101,1963,"de Chirico, Georgio ",1935 Nov 19
101,1964,"Church, Georgia Withington ",n.d.
101,1965,"Church, Ralph Withington ","1927-46, n.d."
101,1966,"Cingria, Charles Albert ","[1942?], n.d."
101,1967,"Claflin, Avery; Claflin, Philip ","1945, n.d."
,,Claire Marie ,
,,See: Donald Evans ,
101,1968,"Clark, Harriet E. ","1906, n.d."
101,1969,"Clark, Kenneth ",1938-39
101,1970,"Clark, Pearl F. ",1934 Mar 3
,,GS: notes,
101,1971,"Clemens, Cyril ",1933
101,1972,"Clermont-Tonnerre, Elisabeth de Gramont, Duchesse de ","1932-45, n.d."
101,1973,"Coady, Robert J. ","1914, 1916"
101,1974,"Coates, Robert ",1922-34
102,1975,"Coburn, Alvin Langdon ",1913-14
,,"Includes: telegraph from Henry James to ALC, 1914 Jul 28",
102,1976,"Cocteau, Jean ","1921-29, n.d."
,,"See: Series I., Writings, Answer to Why I do not live in America - Manuscript notebooks, Box 3, folder 60; Lucy Church Amiably - carnets, Box 34, folder 727; AND Talks to Saints - manuscript notebooks, Box 74, folder 1363 for GS: drafts of letters ",
102,1977,"Colefax, Sibyl ",n.d.
102,1978,"Colomb, Gaston ","1919, n.d."
,,Comité d'Echanges Littéraires Franco- Américain ,
,,See: Maurice Bourdel ,
,,"Comstock, Ada ",
,,See: Radcliffe College ,
102,1979,Compagnie Parisienne de Distribution d'Electricité ,194?
102,1980,"Cone, Claribel ",1909-28
,,"Includes: clipping about CC, 1911",
102,1981-1982,"Cone, Etta ","1906-34, n.d."
,,"Includes: letters addressed to Sallie and Mike and letter from ""Bessie"" to EC, n.d.",
102,1983,"Cone, Maxwell ",1925-29
102,1984,Conference Press ,1940 Jul 30
102,1985,"Connes, Georges ",1945
,,Consolidated Press Association ,
,,See: William Bird ,
,,Contact Editions ,
,,See: William Bird ,
102,1986-1990,"Cook, William; Cook, Jeanne ","1913-46, n.d."
,,"Includes: letter from [Beffa?] to GS (1918), letter from François Moullie to ""Mademoiselle"" (1918), letter from WC to ""Louise"" (1932), letter from Celesture Malé [?] (1925) to GS, letter from [O. Masitele?] to ABT (1928), and letter from Louise to JC (1918)",
,,GS: notes and draft of letter to [Pavel Tchelitchew?] (1925),
,,"Cooper, Page ",
,,"See: Rinehart & Co., Inc. ",
103,1991,"Cooper, Douglas ",[1935?] Apr 22
103,1992,"Copland, Aaron ",[1931]
103,1993,"Coronio, Epy ",1939-42
103,1994,"Cornell, Katharine ",1935-45
103,1995,"[Courtele?], Lily ",n.d.
,,GS: notes,
103,1996,"Covarrubias, Miguel ","1928, n.d."
103,1997,"Coventry, Roy ",1918
103,1998,"Craig, Gordon ",n.d.
103,1999,"Crane, Hart ",1929
103,2000,"Crane, Josephine B. ","1934, n.d."
103,2001,"Craven, E. ","1917, n.d."
103,2002-2003,"Crevel, Réné ","1926-32, n.d."
,,"Includes: Typescript carbon of ""Au carrefour de l'amour, la poésie, la science et la révolution"" with corrections by Paul Éluard",
,,"See: Series I., Writings, Carnets - n.d., Box 93, folder 1737 for GS: draft of letter ",
103,2004,"Crewes, Frances ",1933 Aug 10
,,The Criterion ,
,,See: T.S. Eliot ,
,,"Cross, William ",
,,See: The Yale Review ,
103,2005,"Crowninshield, Frank ",1918-34
,,GS: notes and drafts of letters,
103,2006,"Cruttwell, Maud ","1914-21, n.d."
,,"Cunard, Mary ",
,,See: The Hours Press ,
103,2007,"Czapski, Joseph ","1930, n.d."
103,2008,"""D"" general ","1923-46, n.d."
103,2009,"Dali, Salvador ",n.d.
,,"Daniel, Ellen Alix Dupoy Taylor ",
,,See: Ellen Alix Dupoy Taylor ,
103,2010,"Daniel-Rops, Henry; Daniel-Rops, Madeleine ",1936-45
,,"Includes: letter from M. Martin-Rod to GS and letter from ""R. D. R."" to GS",
103,2011,"D'Arcy, Ella ","1910, n.d."
103,2012,"Darantière, Maurice ",1925-38
,,GS: draft of response,
103,2013,"Darnell, Edward G. (""Knifey"") ",1945 Jul
103,2014,"[Davey?], Professor ",n.d.
,,GS: draft of letter and notes,
103,2015,"David, Fannie Keyser ","1907-26, n.d."
103,2016,"Davidson, Jo; Davidson, Yvonne ","1917-39, n.d."
,,GS: draft of letter,
103,2017,"Davidson, John ",n.d.
,,GS: notes,
103,2018,"Davies, E. Gladstone ",n.d.
103,2019,"Davis, Bob ","[1935-37], n.d."
103,2020,"Davis, Robert [American Library in Paris] ",1930-33
103,2021,"Davis, Stuart ",1928-29
104,2022-2023,"Dawson, Emily ","1905-26, n.d."
104,2024,[EMPTY FOLDER] ,
,,"De la Mare, Richard ",
,,See: T. S. Eliot ,
104,2025,"Décôte, Etienne ","1928-40, n.d."
104,2026,"DeGruchy, Billie Ann; DeGruchy, Claire ",1914-40
104,2027,"Delaunay, Robert; Delaunay, Sonia ","1912-13, n.d."
104,2028,"Dell, Robert ","1910, 1912"
104,2029,"Demuth, Charles ","1921-22, n.d."
104,2030,"Dennis, A. ",n.d.
,,GS: draft of response,
104,2031,"Denoël, Jean ","1938-45, n.d."
,,See also: Fontaine ,
104,2032,"Derain, Alice ",1914-15
104,2033,"Desfeuilles, P. ",1936-37
104,2034,"Deutsch, Alice ","1912, n.d."
104,2035,"Dewey, John ",1932 Feb 19
104,2036,"Dewhurst, [M.?] ",n.d.
,,GS: notes,
104,2037,"De Wolfe, Elsie ",n.d.
104,2038,"Dew-Smith, Alice Murray ",1934
,,"Includes: ""Henry James at Rye,"" typescript by AMD",
104,2039,The Dial ,1922-28
,,"Includes: letter from Gilbert Seldes to Jo Davidson, letter from Marianne Moore to Mabel Ulrich",
,,GS: draft of section of The Life and Death of Juan Gris,
104,2040,"Dilver, Oscar; Dilver, [Dixie?] ",1906-07
,,[To: Mike and Sarah Stein],
104,2041,"Dimnit, Ernest ","1934 Nov 30, n.d."
104,2042,"Dixon, Florence ","1933-35, n.d."
104,2043,"Dodd, Mead, and Co. ",1924 May 12
104,2044,"Dodge, Edwin S. ",1911-35
104,2045,"Dodge, Janet ","1907-23, n.d."
104,2046,"Doran, George H. ",1911
,,GS: drafts of letters,
104,2047,"Doubleday and Co., Inc. ",1945-46
104,2048,"Douglas, Mahala ",1934-35
104,2049,"Draper, Benjamin ",1938-44
104,2050,"Draper, Muriel ","1929, 1934, n.d."
104,2051,"Draper, Paul ",n.d.
104,2052,"Draper, Ruth ",[1919] Jul 6
104,2053,"Drevault, Amélie ","1928-31, n.d."
104,2054,"Dreier, Katherine S. ",[1919 Nov 25]
104,2055,"Druet, E. ",[1910?]
104,2056,"Drus, Paul ",1934-44
,,"Includes: copies of ""Hexenboo"" and ""The Laws of Mahomet""",
,,GS: notes,
104,2057,"Duchamp, Marcel ",n.d.
104,2058,Duckworth and Co. ,1913-27
,,GS: notes,
104,2059,"Dudensing, B.B.; Dudensing, Valentine ","1931, n.d."
104,2060,"Dudley, Caroline ",n.d.
104,2061,"Dudley, Katharine ","1930, n.d."
,,GS: draft of letter,
104,2062,"Duffield, Peter ",1906
104,2063,"Duncan, Clarence W. ",1918-19
104,2064,"Duncan, Raymond; Duncan, Elizabeth ","1934, 1946, n.d."
,,"Includes: letter from ""Penelope"" to ""Dear Friend""",
104,2065,"Duncan, Winifred ",n.d.
104,2066,"Dunham, Harry ","1938, n.d."
104,2067,"Dunham, Lowell ",1939
,,GS: notes,
,,"DuPoy, Ellen Alix ",
,,See: Ellen Alix Dupoy Taylor ,
105,2068,"""E"" general ","1911-45, n.d."
105,2069,"Earle, Louise S. ","1909, 1911, n.d."
105,2070,"Earle, Mabel ","1907-11, n.d."
105,2071,"Eberhart, Mignon G. ",1935 Mar 2
,,Échanges ,
,,See: Allanah Harper ,
105,2072,"Ede, Harold Stanley ","1927, n.d."
105,2073,"Edel, Leon ",1932 Mar 7
105,2074,"Edelbloud, Lucie ",1918-19
105,2075,"Edstrom, David ","1908-37, n.d."
105,2076,"Ehrman, Lillian May ",1935-37
105,2077,"Einstein, Carl ",1929 Feb 8
105,2078,"Eliot, T. S. ",1924-27
,,Includes: letter from TSE to Jane Heap and letters from Faber & Gwyer signed by Richard De la Mare,
,,GS: drafts of responses,
,,Also includes: galley proofs of The Fifteenth of November,
105,2079,"Elton, Arthur ","1929, n.d."
105,2080,"Emmett, Burton ",1933 Dec 4
105,2081,"Engel, A. Lehman ",1932 Apr 8
,,GS: draft of response,
105,2082,The English Review ,"1911, 1913"
,,"GS: draft of response and draft of letter to ""The New Age""",
105,2083-2084,"Erving, Emma Lootz; Erving, Henry ","1903-34, n.d."
,,Includes: note from Mabel Weeks (1929),
105,2085,"Escholier, Raymond ",1937-45
105,2086,"Evans, Donald ",1914-15
,,"[Includes draft of letter from GS to ""Miss Clair""]",
105,2087,"Evans, Fanny Riegel ",n.d.
105,2088,"Evans, Montgomery ","1924, 1928"
105,2089,Everybody's Magazine ,1913-18
105,2090,"Ewing, Max ",1925-[34?]
105,2091,"""F"" general ","1912-45, n.d."
105,2092,"Fabbri, Egisto ",1909-12
105,2093,"Fabre, Margarette; Fabre, Maurice Fabre, Francis ","1919-37, n.d."
,,Farrar & Rinehart ,
,,"See: Rinehart & Co., Inc. ",
105,2094,"Favre, Louis ","1921, 1928, n.d."
106,2095-2101,"Faÿ, Bernard ","1926-46, n.d."
,,GS: drafts of letters,
,,"Includes: drafts of writings by BF: ""Préface"" to the Autobiography of ABT, ""Portrait de Miss Gertrude Stein,"" and ""Essais sur la Poesie""",
,,Also includes: drafts of statements by GS on behalf of BF (to Maitre Chresteil),
,,"See: Series I., Writings, Carnets - [1928], Box 93, folder 1727 for GS: draft of letter ",
106,2102,"Federleicht, Hortense; Federleicht, Louis ",1906-30
106,2103,"Fellowes, Daisy ","[1934-46], n.d."
,,"Fénéon, Félix ",
,,See: Bernheim Jeune et Cie. ,
106,2104,"Ferdoquier, Germaine de ","1938, n.d."
106,2105,"Ferren, John ",1936
106,2106,"Fifield, Arthur C. ",1912 Apr 19
106,2107,Fifth Avenue Bank of New York ,1935
106,2108,"Fish, Marjorie ",1934 May 9
106,2109,"Fitts, Dudley ",1934-36
,,Includes: letters from Fitts to Marvin Chancey Ross,
106,2109a,"Fitzgerald, F. Scott (Francis Scott) ",1925-34
106,2110,"Fitzgerald, Zelda ",1944 [1945?] Apr 15
106,2111,"Flanner, Janet ","1933, 1939, n.d."
106,2112,"Flato, Charles ",1933 May 11
106,2113,"Flechtheim, Alfred ","1929, 1930, n.d."
106,2114,"Fletcher, Constance ",n.d.
107,2115,"Floury, H. ",1938 Jun 27
,,GS: notes,
,,"Foley, Martha ",
,,See: Whit Burnett ,
107,2116,Fontaine ,"1941, 1945"
